feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
t__SGB72838	Group	CTR	-7.37756808600069e-06	4.43670837571256e-06	1485	172	0.0965543340977672	0.235931929343498
t__SGB4365	Group	CTR	-0.000603241155362157	0.000366287050653808	1485	154	0.0997887746990333	0.242819351767648
t__SGB63325	Group	CTR	-6.897513372907e-07	4.20214601186604e-07	1485	210	0.100920969108426	0.244555377424568
t__SGB966	Group	CTR	-2.35733932935439e-05	1.43978249117086e-05	1485	281	0.101782357424765	0.245623540231664
t__SGB17256	Group	CTR	0.000856421549510842	0.000523793029171358	1485	289	0.102253285784164	0.245744522213794
t__SGB63369	Group	CTR	-4.16683111395657e-06	2.57545839636226e-06	1485	340	0.105897056695889	0.253458529140981
t__SGB15385	Group	CTR	-7.4542205362396e-05	4.62875761650278e-05	1485	192	0.107520105985896	0.254633689378615
t__SGB15317	Group	CTR	0.000378489035069586	0.000235296032653161	1485	556	0.107924271453662	0.254633689378615
t__SGB79883	Group	CTR	-4.08837927916397e-06	2.54313134361044e-06	1485	414	0.108132114667631	0.254633689378615
t__SGB4594	Group	CTR	-8.25760739563189e-06	5.13337255726791e-06	1485	202	0.107913938850245	0.254633689378615
t__SGB4940	Group	CTR	0.00130041779135237	0.000810557096017838	1485	1222	0.10884970927485	0.254775190652732
t__SGB5117	Group	CTR	0.00126421286183547	0.000789441506723176	1485	342	0.109500980914102	0.254775190652732
t__SGB14874	Group	CTR	-0.000248100876904362	0.000154894246780377	1485	162	0.109425275608511	0.254775190652732
t__SGB4348	Group	CTR	-0.00285179796554808	0.00180082221073971	1485	632	0.113495975769416	0.263022420037059
t__SGB6754	Group	CTR	0.000454841838140464	0.000287824735633897	1485	867	0.114257464063004	0.263494000374065
t__SGB4670	Group	CTR	-0.000146111134608871	9.25473868785557e-05	1485	873	0.114601842628446	0.263494000374065
t__SGB4119	Group	CTR	-4.11755333379453e-05	2.62167175714656e-05	1485	270	0.116492839509935	0.263689218115512
t__SGB14179	Group	CTR	-2.85984717067875e-05	1.8185505952008e-05	1485	379	0.116025474947482	0.263689218115512
t__SGB4774	Group	CTR	-1.39321948232625e-05	8.83791742338027e-06	1485	209	0.115144275247764	0.263689218115512
t__SGB4290	Group	CTR	0.00203302484432615	0.00129334742130167	1485	352	0.116184898115308	0.263689218115512
t__SGB1899	Group	CTR	0.0021692494759071	0.00138749289978457	1485	172	0.118164594747885	0.266440630628436
t__SGB4778	Group	CTR	2.62938806120791e-05	1.69038510549395e-05	1485	665	0.1200412424938	0.269631098524536
t__SGB3952	Group	CTR	1.41203249690372e-05	9.10136951655806e-06	1485	215	0.121007109713584	0.270759203343805
t__SGB4532	Group	CTR	0.000580778483023382	0.000375711260197435	1485	903	0.122363649897396	0.272749509694959
t__SGB4577	Group	CTR	0.000429399882216489	0.000281657074109891	1485	1001	0.127584953872592	0.282082894556172
t__SGB4715	Group	CTR	9.51097937133285e-05	6.23503254723876e-05	1485	371	0.127370153751853	0.282082894556172
t__SGB15447	Group	CTR	-0.000197640815043948	0.000129780276012347	1485	156	0.127999943591414	0.282082894556172
t__SGB15265	Group	CTR	0.000826780341067632	0.000550172023801279	1485	592	0.13311204997636	0.291151450135559
t__SGB5868	Group	CTR	-0.000318172819306312	0.000211555053025618	1485	165	0.13280156920081	0.291151450135559
t__SGB4966	Group	CTR	1.90502341689744e-05	1.27198313099053e-05	1485	190	0.134429272179299	0.292935428928024
t__SGB3996	Group	CTR	-0.000123272161053255	8.28597844089632e-05	1485	432	0.137037330473574	0.297508553890584
t__SGB15121	Group	CTR	-8.63885859966041e-05	5.83879397421395e-05	1485	326	0.139202516177682	0.301089886843578
t__SGB14853	Group	CTR	-0.000331057416792393	0.000224517505634613	1485	901	0.140551649010406	0.302886210413568
t__SGB15395	Group	CTR	-5.74069819603872e-05	3.9107033585046e-05	1485	265	0.142331163605407	0.305593380682198
t__SGB6790	Group	CTR	-0.000338026220195389	0.000231206476141697	1485	164	0.143950287141829	0.307937610589115
t__SGB29328	Group	CTR	-2.08225667361549e-05	1.42803890264467e-05	1485	462	0.145018319268645	0.309090140339011
t__SGB4665	Group	CTR	1.69982866516795e-05	1.17959367250494e-05	1485	151	0.149787597516433	0.318094388907624
t__SGB4040	Group	CTR	-4.17718696893652e-05	2.90741607416851e-05	1485	210	0.151004179513229	0.319516089984513
t__SGB8130	Group	CTR	-8.730046084644e-05	6.10400181824013e-05	1485	372	0.152865445922083	0.322286716312261
t__SGB15156	Group	CTR	-0.000110417760515816	7.73380876105031e-05	1485	238	0.153580673048145	0.322629903093944
t__SGB10068	Group	CTR	-0.00620255197223388	0.0043945406937782	1485	1151	0.158329942396303	0.330349479969369
t__SGB17137_group	Group	CTR	-5.16410289658213e-06	3.65929375624614e-06	1485	230	0.158386736971615	0.330349479969369
t__SGB5121	Group	CTR	0.000690598572108521	0.000494176001916921	1485	303	0.162479823166728	0.337680486581385
t__SGB4575	Group	CTR	-0.000247627447272576	0.000178281178137157	1485	1153	0.165050003204577	0.341805680395294
t__SGB6140	Group	CTR	0.000126141790931078	9.12650906994639e-05	1485	555	0.167134636510333	0.344899744600828
t__SGB14253	Group	CTR	4.83861971621436e-05	3.52775155170465e-05	1485	231	0.17039937955115	0.350398724147435
t__SGB15065	Group	CTR	3.56108668068242e-05	2.60203064301459e-05	1485	157	0.171337927781343	0.351092455523875
t__SGB8056	Group	CTR	4.52770460807964e-05	3.31316064807501e-05	1485	231	0.171963613453907	0.351142483416369
t__SGB19880	Group	CTR	1.43662650454923e-05	1.05585275196969e-05	1485	235	0.173836923237086	0.353730882127032
t__SGB15154	Group	CTR	-0.000129592714449255	9.61703519248949e-05	1485	1060	0.178014489796152	0.360973826531085
t__SGB14798	Group	CTR	0.000116666543891075	8.7111083019882e-05	1485	537	0.180683216113493	0.36511764086602
t__SGB4894	Group	CTR	-0.00041750342261847	0.000316016365470466	1485	412	0.186656842714808	0.373342068590449
t__SGB4779	Group	CTR	2.85878054777359e-05	2.16707791979493e-05	1485	346	0.187310318659249	0.373342068590449
t__SGB4862	Group	CTR	0.000486920209194522	0.000369053568682182	1485	405	0.187247291213491	0.373342068590449
t__SGB4810	Group	CTR	0.000193819062133939	0.000146296948157673	1485	452	0.185430561433784	0.373342068590449
t__SGB1785	Group	CTR	-5.26124542841002e-05	4.02055997485368e-05	1485	321	0.190877641087528	0.379158307466381
t__SGB1965	Group	CTR	-0.0005018025574584	0.000385822960552577	1485	758	0.193596394398579	0.379880165275342
t__SGB17132_group	Group	CTR	-2.28264863170723e-05	1.75604115776918e-05	1485	277	0.193842961048034	0.379880165275342
t__SGB5184	Group	CTR	-5.60137819248801e-05	4.30348397695198e-05	1485	212	0.19325821731713	0.379880165275342
t__SGB4788	Group	CTR	0.000204708293538577	0.000156865638972168	1485	449	0.192098259752702	0.379880165275342
t__SGB4993	Group	CTR	0.000405018058900449	0.000312967048361156	1485	1006	0.195824203534693	0.381204449547536
t__SGB49059	Group	CTR	2.48379133698947e-06	1.91888269748077e-06	1485	155	0.195730680708597	0.381204449547536
t__SGB15382	Group	CTR	-4.59957186512279e-05	3.57719879048073e-05	1485	246	0.198712657947709	0.384821819948365
t__SGB19882	Group	CTR	1.70017449912036e-05	1.32311476013869e-05	1485	369	0.199000324699326	0.384821819948365
t__SGB1814	Group	CTR	-0.00556220336121858	0.00434867681269622	1485	1361	0.201077257677769	0.386279995012557
t__SGB7082	Group	CTR	0.000344906299250627	0.000269289182347947	1485	171	0.200463255447825	0.386279995012557
t__SGB8007_group	Group	CTR	0.00105392950829407	0.000825914376309552	1485	1207	0.202128471921044	0.387026320006196
t__SGB15410	Group	CTR	1.8128896439663e-05	1.42401301962432e-05	1485	226	0.203187401482097	0.387782491717467
t__SGB4706	Group	CTR	8.40850419124e-05	6.62596887107063e-05	1485	751	0.204632139177998	0.389267652377689
t__SGB10115	Group	CTR	0.00274047529418598	0.00218636912928153	1485	427	0.210244394661518	0.390934008198209
t__SGB4909	Group	CTR	-0.000460108110744143	0.000364758565788254	1485	249	0.207361511963249	0.390934008198209
t__SGB4782	Group	CTR	3.59296978941497e-05	2.86451054651662e-05	1485	392	0.209928840768317	0.390934008198209
t__SGB9281	Group	CTR	-0.000486603273744143	0.000388742651902174	1485	213	0.21086337770965	0.390934008198209
t__SGB14854	Group	CTR	-1.49403776722368e-05	1.19081867430251e-05	1485	362	0.209810515532477	0.390934008198209
t__SGB25431	Group	CTR	-1.25209987974975e-05	9.94582457830209e-06	1485	710	0.208257309669961	0.390934008198209
t__SGB17234	Group	CTR	-0.000272472160107728	0.000215604583031487	1485	364	0.206515274767766	0.390934008198209
t__SGB7258	Group	CTR	-1.24192281270799e-06	9.91040138683637e-07	1485	211	0.210348346628105	0.390934008198209
t__SGB6829	Group	CTR	-0.000116278128198482	9.4120627592995e-05	1485	387	0.216871397305432	0.398279547252743
t__SGB13983	Group	CTR	3.0052670081866e-05	2.43214911527001e-05	1485	180	0.216787146298634	0.398279547252743
t__SGB4760	Group	CTR	-0.000335088598728548	0.000271145025980625	1485	379	0.216718243762061	0.398279547252743
t__SGB4964	Group	CTR	0.000153145294268832	0.000124509586345093	1485	515	0.218896688288137	0.398525080072477
t__SGB6178	Group	CTR	7.47661785143526e-05	6.07113980412137e-05	1485	264	0.218330598188538	0.398525080072477
t__SGB3959	Group	CTR	-8.0438062678805e-06	6.54195424437489e-06	1485	153	0.219052312848057	0.398525080072477
t__SGB5077	Group	CTR	0.000552138775018935	0.00045613173294998	1485	375	0.226287282191799	0.407181491819961
t__SGB1830	Group	CTR	-0.00322780421262709	0.00266833997314685	1485	943	0.226599289112136	0.407181491819961
t__SGB15119	Group	CTR	-7.59343539965408e-05	6.26919951757044e-05	1485	203	0.226000677325768	0.407181491819961
t__SGB49168	Group	CTR	1.61796792853942e-05	1.33314646698828e-05	1485	176	0.225076169183737	0.407181491819961
t__SGB8071	Group	CTR	0.000351678797541878	0.000291869096332397	1485	1036	0.228426579423362	0.408960722189647
t__SGB79840	Group	CTR	-3.31723734772283e-06	2.75641418845361e-06	1485	304	0.228989993417833	0.408960722189647
t__SGB13981	Group	CTR	1.40943085682524e-05	1.17649683936265e-05	1485	199	0.231112530958327	0.411493042925801
t__SGB14974	Group	CTR	-3.88646872200129e-05	3.26487624633374e-05	1485	362	0.234084535502263	0.414285525988242
t__SGB15103	Group	CTR	-0.000260484537876332	0.000218830363310519	1485	160	0.234099697904315	0.414285525988242
t__SGB14125	Group	CTR	-1.54685422251826e-05	1.30279826950908e-05	1485	264	0.235286789116695	0.415128353003473
t__SGB8095	Group	CTR	3.80502219208495e-05	3.21011038038413e-05	1485	364	0.236079104062824	0.415271677026173
t__SGB4621	Group	CTR	-7.20485653091887e-05	6.10824930647803e-05	1485	159	0.238376824194121	0.418054250238339
t__SGB17168	Group	CTR	-2.07137382688446e-05	1.77251254266231e-05	1485	314	0.242749081016721	0.423180487503777
t__SGB14027	Group	CTR	-0.00022664969393337	0.000193766331269223	1485	181	0.242307146423614	0.423180487503777
t__SGB3958	Group	CTR	1.27307855732897e-05	1.09254275479254e-05	1485	428	0.244107750918586	0.424282519453733
t__SGB9340	Group	CTR	-0.000360589557292767	0.000312179628555082	1485	151	0.248247531308448	0.430197502326806
t__SGB72336	Group	CTR	-4.88242044278164e-06	4.27491018717871e-06	1485	260	0.253592395486614	0.438159641905866
t__SGB4770	Group	CTR	-2.17543119340326e-05	1.90925538056316e-05	1485	518	0.254714767384495	0.438800661216947
t__SGB1829	Group	CTR	-0.000995867884741732	0.000879308750542202	1485	520	0.257583123929096	0.442436895219389
t__SGB14250	Group	CTR	-4.99828791797106e-05	4.44809658791298e-05	1485	237	0.261325825376936	0.44506143305446
t__SGB15295	Group	CTR	0.000549864818885048	0.000488917511838788	1485	435	0.260916131111227	0.44506143305446
t__SGB15067	Group	CTR	3.55135995187516e-05	3.16091502952287e-05	1485	407	0.261397382769999	0.44506143305446
t__SGB4746	Group	CTR	-0.000124898828985341	0.000111441622683412	1485	226	0.262573340450507	0.445764043090396
t__SGB14966	Group	CTR	-1.75731941877478e-05	1.58077324152591e-05	1485	567	0.266454474028551	0.451041776326591
t__SGB8180_group	Group	CTR	6.88563295696685e-05	6.20612917807343e-05	1485	249	0.267399101944731	0.451332588253534
t__SGB82503	Group	CTR	-2.99794344961566e-06	2.71499542563474e-06	1485	319	0.269678249867456	0.45386771735618
t__SGB8168	Group	CTR	7.40347018506401e-05	6.74640559597357e-05	1485	512	0.272647010616169	0.456234539254563
t__SGB79822	Group	CTR	-2.02174538779409e-06	1.84164292702427e-06	1485	240	0.272472462098106	0.456234539254563
t__SGB4727	Group	CTR	-2.37271295019903e-05	2.16636144246609e-05	1485	312	0.273583838214694	0.456494175763947
t__SGB4809	Group	CTR	0.000102597018983431	9.45350502439134e-05	1485	273	0.277973955663738	0.460336533628861
t__SGB9286	Group	CTR	-0.000455800131080057	0.000420672528790896	1485	286	0.278761151041716	0.460336533628861
t__SGB3922_group	Group	CTR	-2.38956500969176e-05	2.2004682064517e-05	1485	594	0.277684320255981	0.460336533628861
t__SGB1957	Group	CTR	0.000111280087145709	0.00010276348647426	1485	176	0.279039611138042	0.460336533628861
t__SGB5051	Group	CTR	9.19298030753139e-05	8.51966161635603e-05	1485	335	0.280749304158082	0.461852376417803
t__SGB16971_group	Group	CTR	5.05678843365429e-05	4.71898808162457e-05	1485	441	0.284081629066651	0.466021548805966
t__SGB80143	Group	CTR	-1.34453191119381e-05	1.25776414995748e-05	1485	249	0.285250070373603	0.466627566101356
t__SGB4588	Group	CTR	-0.00036990431127641	0.000348982782241425	1485	352	0.289339930285287	0.471995863929071
t__SGB15254	Group	CTR	-0.000622605379269131	0.000590701106029252	1485	900	0.292049636933024	0.474440249477024
t__SGB9272	Group	CTR	0.000155802639711295	0.000147945583944983	1485	200	0.292463167485837	0.474440249477024
t__SGB4571	Group	CTR	-7.53839696788719e-05	7.36308250069352e-05	1485	467	0.306092031581792	0.49380592940267
t__SGB15145	Group	CTR	3.25436146240244e-05	3.1755649566428e-05	1485	398	0.305618382127873	0.49380592940267
t__SGB15015	Group	CTR	3.53799674303316e-05	3.46723435264576e-05	1485	162	0.30770101098309	0.495034133372243
t__SGB4262	Group	CTR	0.00097958874280166	0.000965854177329393	1485	831	0.310643166744856	0.497029066791769
t__SGB4724	Group	CTR	-3.90106219417881e-05	3.84365581848783e-05	1485	475	0.310302195395601	0.497029066791769
t__SGB4963	Group	CTR	2.1439213493178e-05	2.12390220494028e-05	1485	175	0.31293521109667	0.499328314973922
t__SGB58520	Group	CTR	-1.17794278657619e-05	1.18758823294103e-05	1485	179	0.321418787864498	0.511467498945142
t__SGB4804	Group	CTR	-1.94631193441208e-05	1.97500528236786e-05	1485	376	0.3245531443903	0.515051729141128
t__SGB14824_group	Group	CTR	-3.6780083196815e-05	3.74527681941967e-05	1485	264	0.326240760374727	0.515080491071046
t__SGB3991	Group	CTR	-2.16358470804473e-05	2.20358579654744e-05	1485	190	0.326335242630629	0.515080491071046
t__SGB6148	Group	CTR	-0.0006748140788057	0.000692086938153455	1485	689	0.329698265541686	0.518985948992843
t__SGB4828	Group	CTR	0.000279201683796795	0.000290337347684176	1485	380	0.336384334677789	0.528087235085562
t__SGB4648	Group	CTR	-8.16405049750301e-05	8.57599017364565e-05	1485	194	0.341269382944357	0.533740626344605
t__SGB16986	Group	CTR	-7.50272615985233e-05	7.89018495057351e-05	1485	166	0.341813346323428	0.533740626344605
t__SGB6767	Group	CTR	-2.02625251705387e-05	2.14552172359613e-05	1485	178	0.345113925479594	0.537457419946887
t__SGB15383	Group	CTR	2.16710024977552e-05	2.30556809890105e-05	1485	252	0.34740038960909	0.539579328541779
t__SGB15229	Group	CTR	5.60087964283917e-05	5.9938414645254e-05	1485	474	0.350229573714227	0.541095426055843
t__SGB17244_group	Group	CTR	0.00123657834771958	0.00132084212613702	1485	684	0.349320330405102	0.541095426055843
t__SGB6962	Group	CTR	0.00194626789386412	0.00212967094582119	1485	435	0.360927418249726	0.556152011234407
t__SGB15213	Group	CTR	-0.00018530990168094	0.000205762980293787	1485	168	0.367947873996023	0.565477785299151
t__SGB4751	Group	CTR	3.63413504321297e-05	4.06649098546412e-05	1485	368	0.371639002918867	0.566676704189604
t__SGB3965	Group	CTR	1.20307062634905e-05	1.34562161655854e-05	1485	210	0.371433204298593	0.566676704189604
t__SGB4960	Group	CTR	7.73171540014355e-05	8.62103707848526e-05	1485	512	0.369948344353169	0.566676704189604
t__SGB29305	Group	CTR	-6.67864061659971e-06	7.55599528335689e-06	1485	533	0.376900867768544	0.573203403064661
t__SGB53517	Group	CTR	-1.38927602231058e-05	1.58597644805262e-05	1485	424	0.381185380367859	0.578213667882675
t__SGB4041	Group	CTR	8.42370938943751e-05	9.692820362041e-05	1485	168	0.384951163366342	0.580908215519234
t__SGB10114	Group	CTR	0.00040361296545512	0.000463849769756183	1485	159	0.384366217634768	0.580908215519234
t__SGB4595	Group	CTR	9.51709111765199e-05	0.000110290026029325	1485	222	0.388323760287244	0.582247419045685
t__SGB4037	Group	CTR	-9.52259927461723e-05	0.00011010449360337	1485	596	0.387250421830482	0.582247419045685
t__SGB15164	Group	CTR	-4.81801423584892e-05	5.58937588566472e-05	1485	476	0.388829612033934	0.582247419045685
t__SGB4936	Group	CTR	0.000267637859467548	0.000313190396191062	1485	1038	0.392936560978308	0.585395284722785
t__SGB77276	Group	CTR	4.47207858250438e-06	5.23183807807949e-06	1485	198	0.39281016619672	0.585395284722785
t__SGB54347	Group	CTR	-4.79639299054695e-06	5.64262195473179e-06	1485	181	0.3954461032438	0.587383368960004
t__SGB9203	Group	CTR	3.7887109678146e-05	4.46505541867973e-05	1485	235	0.396282615360003	0.587383368960004
t__SGB15123	Group	CTR	8.62028018187726e-06	1.02454164351317e-05	1485	337	0.400271187026752	0.591793349933223
t__SGB15076	Group	CTR	-4.28099013658909e-05	5.10430204314564e-05	1485	202	0.401771520640136	0.592511535489494
t__SGB15878	Group	CTR	4.08723897246755e-06	4.88477431121201e-06	1485	188	0.402878955731854	0.592648136391442
t__SGB1832	Group	CTR	0.000142032960659293	0.000172359080788139	1485	319	0.410042139342737	0.601669872804418
t__SGB15140	Group	CTR	5.11427797634952e-06	6.24314230129987e-06	1485	248	0.412813458227875	0.604218194498945
t__SGB1962	Group	CTR	-3.4723463300659e-05	4.30942309130127e-05	1485	291	0.420512352550881	0.612416992243677
t__SGB9283	Group	CTR	0.000218941073531482	0.000271326204310337	1485	418	0.419836587572183	0.612416992243677
t__SGB7985	Group	CTR	-5.0581932863966e-05	6.32507917285907e-05	1485	194	0.424010187796029	0.61597499918627
t__SGB14807	Group	CTR	1.47229109846983e-05	1.84620750832956e-05	1485	367	0.425307041436401	0.616325836721733
t__SGB15107	Group	CTR	-0.000122327821566558	0.000154010364525741	1485	193	0.427157752487476	0.617475563001697
t__SGB17248	Group	CTR	0.00107660497317807	0.00137841571193471	1485	1110	0.434900570343735	0.62205921175478
t__SGB15413	Group	CTR	1.55814990478016e-05	1.98585670223937e-05	1485	220	0.432799641215262	0.62205921175478
t__SGB15238	Group	CTR	-0.000198673189679468	0.000254138126980195	1485	230	0.43448465935766	0.62205921175478
t__SGB15333	Group	CTR	0.00018438750119061	0.000236465911465137	1485	260	0.435654482204974	0.62205921175478
t__SGB14990	Group	CTR	6.12458127481516e-05	7.80475630381079e-05	1485	171	0.432740613578037	0.62205921175478
t__SGB4448	Group	CTR	0.000150067169427727	0.000193148869390788	1485	217	0.437311704143429	0.62290252492625
t__SGB15085	Group	CTR	-6.98048928375914e-05	9.05653459026673e-05	1485	178	0.440967086971483	0.625776055445685
t__SGB1846	Group	CTR	-0.000212664268597557	0.000276217378264916	1485	373	0.441472148704832	0.625776055445685
t__SGB8059_group	Group	CTR	9.70375344023271e-06	1.27223278611563e-05	1485	304	0.445743284056404	0.627322324511336
t__SGB14845	Group	CTR	9.52383031207128e-05	0.00012480345554808	1485	301	0.445521373215104	0.627322324511336
t__SGB5182	Group	CTR	-1.74289179634064e-05	2.28527053362089e-05	1485	153	0.445785555945555	0.627322324511336
t__SGB4421	Group	CTR	0.000131265426016629	0.00017264728161659	1485	292	0.447190261649736	0.627786328854437
t__SGB9347	Group	CTR	0.000207307362855619	0.000274267178268481	1485	161	0.449853673524073	0.629559428207459
t__SGB4786	Group	CTR	1.54028011355008e-05	2.04118971846724e-05	1485	196	0.450609316764928	0.629559428207459
t__SGB59869	Group	CTR	-1.77957004444747e-06	2.37882662478175e-06	1485	228	0.454526100324056	0.633516092098446
t__SGB4831	Group	CTR	-7.94433803015595e-05	0.000108327106701109	1485	538	0.463451346887495	0.64136394924715
t__SGB4777	Group	CTR	1.55442354451968e-05	2.11151371413248e-05	1485	431	0.461746410738968	0.64136394924715
t__SGB7263	Group	CTR	3.10494796253404e-06	4.22505455869422e-06	1485	389	0.462523022397972	0.64136394924715
t__SGB15356	Group	CTR	-0.000177837679213518	0.000244391919322551	1485	358	0.466927950756248	0.644161733463237
t__SGB63326	Group	CTR	-7.05318161041141e-06	9.7091403687615e-06	1485	342	0.46767906676098	0.644161733463237
t__SGB6952	Group	CTR	0.000168187362355273	0.00023550048144622	1485	466	0.475234496088487	0.653028107566298
t__SGB4557	Group	CTR	0.000196835939258133	0.000278192528881537	1485	561	0.479334105844631	0.655576388321462
t__SGB15299	Group	CTR	0.000177062146173598	0.000250100777620226	1485	302	0.479079361959791	0.655576388321462
t__SGB5042	Group	CTR	3.6741228891716e-05	5.20608272110852e-05	1485	327	0.480462824728912	0.655584788882441
t__SGB4547	Group	CTR	0.000154562570066343	0.000221836830171054	1485	257	0.486074779846262	0.66169620380004
t__SGB1815	Group	CTR	0.00162964460328864	0.00235089026962845	1485	978	0.488290601314451	0.663166770157301
t__SGB13982	Group	CTR	1.47322482877421e-05	2.1693960495782e-05	1485	240	0.497183983158402	0.673678529384007
t__SGB15073	Group	CTR	2.92397644867723e-05	4.32115398801835e-05	1485	305	0.49872364327305	0.674200480720975
t__SGB4829	Group	CTR	-8.82429007794247e-05	0.000133135531425796	1485	229	0.507558425972409	0.684559170364635
t__SGB4712	Group	CTR	5.13574644772892e-05	7.78191970932309e-05	1485	499	0.509382745052387	0.685436689194918
t__SGB14921	Group	CTR	1.00666041601342e-05	1.53403802910283e-05	1485	371	0.511786906956615	0.687088629109571
t__SGB8028_group	Group	CTR	-5.07393698461875e-05	7.75626803613719e-05	1485	429	0.513102127894658	0.687274409840551
t__SGB6936	Group	CTR	0.000159324241122825	0.00024658757554914	1485	476	0.518304035664794	0.691072047553059
t__SGB4867	Group	CTR	4.99980394338192e-05	7.71747072770856e-05	1485	240	0.51717885792314	0.691072047553059
t__SGB25493	Group	CTR	7.51103273259665e-06	1.16589532188772e-05	1485	760	0.519526742677231	0.691124413948754
t__SGB4910	Group	CTR	-0.000681991976526618	0.00108751115880065	1485	964	0.530681944492805	0.695150913484155
t__SGB2286	Group	CTR	-0.000136875238885154	0.000217007448981207	1485	273	0.528307845475254	0.695150913484155
t__SGB9391	Group	CTR	-5.38090088806957e-06	8.51196241037094e-06	1485	169	0.527381406694749	0.695150913484155
t__SGB1903	Group	CTR	0.00160705961649795	0.00255863238475688	1485	588	0.530039592470692	0.695150913484155
t__SGB4606	Group	CTR	-4.41163061383354e-05	7.03832111363357e-05	1485	481	0.530885800366324	0.695150913484155
t__SGB6846	Group	CTR	-4.08153667408461e-05	6.49671133543178e-05	1485	191	0.529939157254551	0.695150913484155
t__SGB4617	Group	CTR	-5.37307011688618e-05	8.46569932069194e-05	1485	373	0.525730410320848	0.695150913484155
t__SGB4581	Group	CTR	-0.000252950064833362	0.000405525811636609	1485	710	0.532882298807758	0.6960499657259
t__SGB9262	Group	CTR	-0.000169198047714321	0.00027196847902526	1485	627	0.533956138091101	0.6960499657259
t__SGB4394	Group	CTR	-5.57809435333127e-05	9.15679213724943e-05	1485	338	0.542501358386391	0.704046207328117
t__SGB72479	Group	CTR	-4.1663295122996e-06	6.82924619402337e-06	1485	209	0.541907811809665	0.704046207328117
t__SGB5763_group	Group	CTR	0.00023955371084466	0.000395861863843199	1485	373	0.545175437892787	0.705947795408842
t__SGB6956	Group	CTR	5.93906439051072e-05	9.9474824782694e-05	1485	443	0.550570506920673	0.711356584162993
t__SGB14809	Group	CTR	0.000269510956552541	0.000457001760575595	1485	927	0.555456660623337	0.716085407955913
t__SGB5736	Group	CTR	-0.000276916462495775	0.000475520295245849	1485	196	0.56042341403068	0.720897078841227
t__SGB7265	Group	CTR	-1.45752930341095e-06	2.52474220864562e-06	1485	249	0.563825611160566	0.723679465753342
t__SGB97158	Group	CTR	-8.80680471919155e-06	1.5348386641772e-05	1485	213	0.566194545014091	0.72512634712331
t__SGB6473	Group	CTR	0.000178446552606292	0.000313973244965957	1485	269	0.569883685290767	0.726663913121852
t__SGB4583	Group	CTR	0.000165920066289729	0.000291292597267552	1485	255	0.569035753867022	0.726663913121852
t__SGB1812	Group	CTR	-0.000551422220766972	0.000978282214818583	1485	584	0.573068212833722	0.72913254094748
t__SGB15012	Group	CTR	-1.15582594498282e-05	2.06229351973631e-05	1485	273	0.575252713205645	0.730320835895863
t__SGB5043	Group	CTR	5.07938823121149e-05	9.12826214447694e-05	1485	456	0.577989706263133	0.730619022635648
t__SGB6783	Group	CTR	0.000261326450095968	0.00046870275430553	1485	159	0.577234061286777	0.730619022635648
t__SGB8053	Group	CTR	2.33194078801333e-05	4.22754829658882e-05	1485	464	0.581301462940682	0.731638048183962
t__SGB4438	Group	CTR	6.00687548371094e-06	1.08850009853637e-05	1485	197	0.581135047716298	0.731638048183962
t__SGB15041	Group	CTR	-2.22113753759198e-05	4.05939883232239e-05	1485	204	0.584351668526963	0.732320545965122
t__SGB5858	Group	CTR	0.000416021368312541	0.000759293316839936	1485	179	0.583838900537495	0.732320545965122
t__SGB15411	Group	CTR	-9.73708252241144e-06	1.79405578740379e-05	1485	178	0.587389456676408	0.734551269162789
t__SGB5825_group	Group	CTR	0.000498264660376811	0.000922926707289352	1485	437	0.589364589936989	0.73508050505234
t__SGB4582	Group	CTR	-0.000177003434809581	0.00033321893488432	1485	976	0.595364861112597	0.73508050505234
t__SGB14322	Group	CTR	5.73403359679434e-05	0.000107004115595467	1485	236	0.592128495303799	0.73508050505234
t__SGB15315	Group	CTR	0.000140093459697069	0.000262282833447918	1485	395	0.593330780767475	0.73508050505234
t__SGB3961	Group	CTR	-5.9520025179116e-06	1.10827757385072e-05	1485	210	0.591313776438765	0.73508050505234
t__SGB14895	Group	CTR	-2.02427844846099e-05	3.80027761326057e-05	1485	165	0.594344648572576	0.73508050505234
t__SGB1798	Group	CTR	0.000174485028650586	0.000333105783191278	1485	438	0.600487110717292	0.738604829991485
t__SGB8601	Group	CTR	-8.77223053988958e-05	0.000167589229054465	1485	162	0.600748791517047	0.738604829991485
t__SGB7264	Group	CTR	2.4549447886669e-06	4.7661239451198e-06	1485	388	0.606572464132537	0.744198149271852
t__SGB1963	Group	CTR	8.90146788157345e-05	0.000176023866009784	1485	401	0.613144775929787	0.750684589398314
t__SGB4669	Group	CTR	-2.05316592633669e-05	4.08856812873605e-05	1485	381	0.615620831185515	0.752139258184813
t__SGB4868	Group	CTR	9.68620264376608e-05	0.000193796816907955	1485	683	0.617281420032535	0.752593631104385
t__SGB4834	Group	CTR	9.86566814124742e-05	0.000203450560418796	1485	542	0.627806679890943	0.763831460533981
t__SGB4938	Group	CTR	0.000295990378620871	0.000620554103803529	1485	566	0.633448382270762	0.769093254149948
t__SGB14834	Group	CTR	6.68365011306752e-06	1.4399382054188e-05	1485	151	0.642599604912534	0.778585413420995
t__SGB15318	Group	CTR	-0.00045670568192233	0.000995622961433509	1485	1049	0.646507143674952	0.780077011572458
