"Comparison","Taxa","Method","Group","LDA","P.unadj","P.adj","Significance"
"NA|NA|NA|NA|NA|NA|t__SGB1855|t__SGB1855","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1855|t__SGB1855","LEfSe","CRC",3.33484064201544,4.88767111877577e-15,1.05119840990242e-12,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4925|t__SGB4925","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4925|t__SGB4925","LEfSe","CTR",3.33040364415948,1.78008811392965e-09,1.67495165970068e-07,"***"
"NA|NA|NA|NA|NA|NA|t__SGB10068|t__SGB10068","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB10068|t__SGB10068","LEfSe","CRC",3.30996048008823,1.17015094545739e-08,9.78701249103391e-07,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1836|t__SGB1836","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1836|t__SGB1836","LEfSe","CRC",3.28574296136583,0.0299327918479789,0.167931452578516,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15342|t__SGB15342","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15342|t__SGB15342","LEfSe","CTR",3.28557546329943,1.75684250129105e-07,9.61791412979521e-06,"***"
"NA|NA|NA|NA|NA|NA|t__SGB15286|t__SGB15286","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15286|t__SGB15286","LEfSe","CTR",3.25373222452804,0.0104743367900578,0.0802499442108499,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4540_group|t__SGB4540_group","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4540_group|t__SGB4540_group","LEfSe","CTR",3.21354568991972,2.00427272014514e-05,0.000543681545978111,"***"
"NA|NA|NA|NA|NA|NA|t__SGB15091|t__SGB15091","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15091|t__SGB15091","LEfSe","CRC",3.19327672200477,0.00123469663390649,0.0156101878892585,"*"
"NA|NA|NA|NA|NA|NA|t__SGB1830|t__SGB1830","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1830|t__SGB1830","LEfSe","CRC",3.19271714193326,0.000346533469145817,0.00557974478929441,"**"
"NA|NA|NA|NA|NA|NA|t__SGB4608|t__SGB4608","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4608|t__SGB4608","LEfSe","CRC",3.19238377629443,1.11077028398143e-09,1.09065607209735e-07,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1680|t__SGB1680","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1680|t__SGB1680","LEfSe","CRC",3.17144957731409,0.00406063155232324,0.0398259335636654,"*"
"NA|NA|NA|NA|NA|NA|t__SGB1861|t__SGB1861","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1861|t__SGB1861","LEfSe","CRC",3.16719381670424,2.4570323528491e-09,2.24185588316019e-07,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4367|t__SGB4367","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4367|t__SGB4367","LEfSe","CRC",3.13787174167295,0.000317183698410953,0.00521879844762502,"**"
"NA|NA|NA|NA|NA|NA|t__SGB1934|t__SGB1934","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1934|t__SGB1934","LEfSe","CRC",3.13071290957134,1.93387737266128e-08,1.53234336028503e-06,"***"
"NA|NA|NA|NA|NA|NA|t__SGB15346|t__SGB15346","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15346|t__SGB15346","LEfSe","CTR",3.11701070992481,8.9430245817142e-08,5.4953973501105e-06,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1613|t__SGB1613","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1613|t__SGB1613","LEfSe","CTR",3.10952354425997,0.511190326484186,0.715347227678186,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB10115|t__SGB10115","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB10115|t__SGB10115","LEfSe","CTR",3.10527944321448,0.274869518799436,0.539954649254427,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1891|t__SGB1891","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1891|t__SGB1891","LEfSe","CTR",3.10465600557875,0.0352638294513501,0.186824968637685,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5089|t__SGB5089","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5089|t__SGB5089","LEfSe","CTR",3.09232517312206,1.19599641791231e-07,6.79461361195091e-06,"***"
"NA|NA|NA|NA|NA|NA|t__SGB14306|t__SGB14306","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14306|t__SGB14306","LEfSe","CRC",3.08495559909442,0.0102299421428934,0.0797791164298566,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15368|t__SGB15368","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15368|t__SGB15368","LEfSe","CTR",3.07796584957458,0.000174710051604035,0.00328782478362343,"**"
"NA|NA|NA|NA|NA|NA|t__SGB4348|t__SGB4348","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4348|t__SGB4348","LEfSe","CRC",3.06549650545941,0.00517841904071819,0.0478288948822162,"*"
"NA|NA|NA|NA|NA|NA|t__SGB1871|t__SGB1871","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1871|t__SGB1871","LEfSe","CRC",3.05703226249072,0.00075384200083148,0.0104599920023207,"*"
"NA|NA|NA|NA|NA|NA|t__SGB1899|t__SGB1899","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1899|t__SGB1899","LEfSe","CTR",3.05267739275605,0.972583634186045,0.986645739402584,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1815|t__SGB1815","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1815|t__SGB1815","LEfSe","CTR",3.0309193635059,0.788117450016421,0.914139066159271,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4951|t__SGB4951","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4951|t__SGB4951","LEfSe","CTR",3.02955445135109,4.40641781365883e-14,7.80454355113337e-12,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1877|t__SGB1877","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1877|t__SGB1877","LEfSe","CRC",3.02953489418258,1.00396749395731e-07,6.04589224861089e-06,"***"
"NA|NA|NA|NA|NA|NA|t__SGB5082|t__SGB5082","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5082|t__SGB5082","LEfSe","CTR",3.02130601131734,0.00378007218863859,0.0375636876567353,"*"
"NA|NA|NA|NA|NA|NA|t__SGB1699|t__SGB1699","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1699|t__SGB1699","LEfSe","CRC",3.00520261007343,4.10905932459006e-07,1.96386946449852e-05,"***"
"NA|NA|NA|NA|NA|NA|t__SGB5075|t__SGB5075","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5075|t__SGB5075","LEfSe","CTR",3.00273725749226,0.232055522488627,0.530999246617307,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6962|t__SGB6962","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6962|t__SGB6962","LEfSe","CTR",2.99420570439304,0.000489613948130019,0.00729815642484895,"**"
"NA|NA|NA|NA|NA|NA|t__SGB15271|t__SGB15271","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15271|t__SGB15271","LEfSe","CRC",2.99054050183547,1.67103816104093e-18,4.57408718444931e-16,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1844|t__SGB1844","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1844|t__SGB1844","LEfSe","CRC",2.99018123731999,0.000433510065353367,0.00665968778968871,"**"
"NA|NA|NA|NA|NA|NA|t__SGB1853|t__SGB1853","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1853|t__SGB1853","LEfSe","CRC",2.96796381136324,8.16137465167841e-07,3.41304153836162e-05,"***"
"NA|NA|NA|NA|NA|NA|t__SGB5190|t__SGB5190","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5190|t__SGB5190","LEfSe","CRC",2.93450034178799,1.67820519961255e-10,1.943490713859e-08,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4290|t__SGB4290","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4290|t__SGB4290","LEfSe","CTR",2.92965864443841,0.941083300461908,0.966110404940609,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4303|t__SGB4303","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4303|t__SGB4303","LEfSe","CTR",2.91871384743929,0.22898841181853,0.526725827338117,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4269|t__SGB4269","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4269|t__SGB4269","LEfSe","CTR",2.91193058735126,6.27910237265698e-14,1.05035429133723e-11,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4758|t__SGB4758","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4758|t__SGB4758","LEfSe","CRC",2.91096509101495,5.91741909387362e-07,2.53628111382955e-05,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4874|t__SGB4874","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4874|t__SGB4874","LEfSe","CTR",2.91088313363818,1.16482213543761e-05,0.000350727944980263,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1949|t__SGB1949","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1949|t__SGB1949","LEfSe","CRC",2.90097360964579,3.92399004641421e-05,0.000958368744008351,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1903|t__SGB1903","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1903|t__SGB1903","LEfSe","CTR",2.89275023512799,0.000895619537678974,0.0120122426302831,"*"
"NA|NA|NA|NA|NA|NA|t__SGB2230|t__SGB2230","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB2230|t__SGB2230","LEfSe","CRC",2.88930664663151,0.152792530973526,0.425979917371561,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5792|t__SGB5792","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5792|t__SGB5792","LEfSe","CRC",2.88771542185446,0.0362526268918699,0.189508089533716,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1560|t__SGB1560","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1560|t__SGB1560","LEfSe","CRC",2.88446241411128,3.8289881523081e-22,1.15290833265997e-19,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1790|t__SGB1790","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1790|t__SGB1790","LEfSe","CRC",2.87552420517763,4.59570504318327e-07,2.12887198231151e-05,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1980|t__SGB1980","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1980|t__SGB1980","LEfSe","CRC",2.87039575479724,7.74313739515729e-15,1.45716166855116e-12,"***"
"NA|NA|NA|NA|NA|NA|t__SGB15332|t__SGB15332","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15332|t__SGB15332","LEfSe","CTR",2.8535833256116,0.103569816878066,0.354019617167258,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1867|t__SGB1867","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1867|t__SGB1867","LEfSe","CRC",2.82306144166801,0.1006729177606,0.354019617167258,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15452|t__SGB15452","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15452|t__SGB15452","LEfSe","CRC",2.81591591324685,1.23143354961821e-13,1.95149811468444e-11,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4940|t__SGB4940","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4940|t__SGB4940","LEfSe","CTR",2.80631045931416,0.000538005023217197,0.0079408486515048,"**"
"NA|NA|NA|NA|NA|NA|t__SGB4914|t__SGB4914","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4914|t__SGB4914","LEfSe","CTR",2.80548584043333,6.2418796341409e-06,0.000208825550871092,"***"
"NA|NA|NA|NA|NA|NA|t__SGB17248|t__SGB17248","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB17248|t__SGB17248","LEfSe","CTR",2.79374968883738,0.445889074616182,0.673128608176733,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1679|t__SGB1679","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1679|t__SGB1679","LEfSe","CTR",2.78368284040116,0.000188259102342823,0.00347759605616099,"**"
"NA|NA|NA|NA|NA|NA|t__SGB4699|t__SGB4699","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4699|t__SGB4699","LEfSe","CRC",2.77588232691096,5.66228924126617e-24,2.84152548424207e-21,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4563|t__SGB4563","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4563|t__SGB4563","LEfSe","CRC",2.76160924353887,0.695271524995282,0.852734241043094,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15216|t__SGB15216","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15216|t__SGB15216","LEfSe","CRC",2.75170516236908,0.0788270646342441,0.302455696663376,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB8007_group|t__SGB8007_group","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8007_group|t__SGB8007_group","LEfSe","CTR",2.74364755057977,2.62528376447495e-06,9.88091176854259e-05,"***"
"NA|NA|NA|NA|NA|NA|t__SGB5111|t__SGB5111","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5111|t__SGB5111","LEfSe","CTR",2.74344733490883,0.0560492079835408,0.245138763523837,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4826|t__SGB4826","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4826|t__SGB4826","LEfSe","CTR",2.74146670249836,0.00772125515231682,0.0642229261426131,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15323|t__SGB15323","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15323|t__SGB15323","LEfSe","CTR",2.73989459317261,0.0256315709460485,0.152240539621101,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB2071|t__SGB2071","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB2071|t__SGB2071","LEfSe","CRC",2.73496938581241,0.0598687653417686,0.253783857579424,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB17244_group|t__SGB17244_group","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB17244_group|t__SGB17244_group","LEfSe","CTR",2.72958935051762,0.0837379667929496,0.315958669189939,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4327|t__SGB4327","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4327|t__SGB4327","LEfSe","CTR",2.71726098144876,0.00800696140696748,0.0659930910409903,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6939|t__SGB6939","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6939|t__SGB6939","LEfSe","CRC",2.70503721844657,0.137036322987258,0.394848199535536,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15090|t__SGB15090","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15090|t__SGB15090","LEfSe","CRC",2.70160161247286,0.174424557260456,0.456190299701857,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5045|t__SGB5045","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5045|t__SGB5045","LEfSe","CTR",2.69769159618389,3.18751491331917e-05,0.000806521630588574,"***"
"NA|NA|NA|NA|NA|NA|t__SGB15132|t__SGB15132","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15132|t__SGB15132","LEfSe","CRC",2.6962617698166,2.73267647039941e-07,1.41863600902976e-05,"***"
"NA|NA|NA|NA|NA|NA|t__SGB14311|t__SGB14311","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB14311|t__SGB14311","LEfSe","CRC",2.69017603009679,0.00694888424201549,0.0592722109141888,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB8002|t__SGB8002","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB8002|t__SGB8002","LEfSe","CTR",2.68357291133401,0.0186293152913779,0.120629824392126,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB6653|t__SGB6653","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6653|t__SGB6653","LEfSe","CRC",2.68248644481973,1.07762522508953e-57,3.24472955274457e-54,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1888|t__SGB1888","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1888|t__SGB1888","LEfSe","CTR",2.67819581308796,0.543357226961447,0.735224685261114,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15234|t__SGB15234","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15234|t__SGB15234","LEfSe","CRC",2.67513453858555,0.0140352593298286,0.0975985354321339,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4910|t__SGB4910","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4910|t__SGB4910","LEfSe","CTR",2.67367275958548,0.990871774196652,0.994920871851659,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9228|t__SGB9228","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9228|t__SGB9228","LEfSe","CRC",2.6656270330826,0.326327276020119,0.597748591541284,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1982|t__SGB1982","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1982|t__SGB1982","LEfSe","CRC",2.66119263204594,4.41430712341431e-05,0.00104657312981106,"**"
"NA|NA|NA|NA|NA|NA|t__SGB6478|t__SGB6478","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB6478|t__SGB6478","LEfSe","CRC",2.66044779098996,0.500114454787146,0.707525399505219,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1829|t__SGB1829","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1829|t__SGB1829","LEfSe","CRC",2.65770196369195,2.02391916218787e-05,0.000544108981906041,"***"
"NA|NA|NA|NA|NA|NA|t__SGB4262|t__SGB4262","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4262|t__SGB4262","LEfSe","CTR",2.65760174478231,0.00214207077313324,0.0240862872207069,"*"
"NA|NA|NA|NA|NA|NA|t__SGB17256|t__SGB17256","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB17256|t__SGB17256","LEfSe","CTR",2.65662522694384,0.580653223168793,0.767459621438656,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1858|t__SGB1858","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1858|t__SGB1858","LEfSe","CRC",2.65591546807576,1.5031469085147e-11,1.8103901366151e-09,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1677|t__SGB1677","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1677|t__SGB1677","LEfSe","CRC",2.64633527654825,4.29675784342539e-05,0.00102678871956777,"**"
"NA|NA|NA|NA|NA|NA|t__SGB4584|t__SGB4584","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4584|t__SGB4584","LEfSe","CRC",2.64501229469752,0.03573974466494,0.188133516059675,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB4285|t__SGB4285","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB4285|t__SGB4285","LEfSe","CTR",2.63537805166738,0.983726845168931,0.990239181163262,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5117|t__SGB5117","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5117|t__SGB5117","LEfSe","CTR",2.62209375713789,0.0742682639202685,0.290795504114341,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB748|t__SGB748","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB748|t__SGB748","LEfSe","CRC",2.61590525258248,4.35976439459861e-53,6.56362529606821e-50,"***"
"NA|NA|NA|NA|NA|NA|t__SGB17241|t__SGB17241","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB17241|t__SGB17241","LEfSe","CTR",2.60811729105367,0.0302664006055261,0.167931452578516,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5076|t__SGB5076","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5076|t__SGB5076","LEfSe","CTR",2.60103448042928,5.79009246332683e-07,2.52666208798219e-05,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1857|t__SGB1857","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1857|t__SGB1857","LEfSe","CRC",2.59946330796976,2.97753860960982e-06,0.000110683564858459,"***"
"NA|NA|NA|NA|NA|NA|t__SGB15265|t__SGB15265","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15265|t__SGB15265","LEfSe","CTR",2.58290027044797,0.691783690530279,0.85088263569717,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15201|t__SGB15201","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15201|t__SGB15201","LEfSe","CRC",2.57963459049607,7.57303999505228e-08,4.85157945214945e-06,"***"
"NA|NA|NA|NA|NA|NA|t__SGB15318|t__SGB15318","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15318|t__SGB15318","LEfSe","CTR",2.57773707824321,0.528951863570325,0.719364977963075,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5985|t__SGB5985","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5985|t__SGB5985","LEfSe","CRC",2.57688138762672,1.33418761276484e-05,0.000390023194372325,"***"
"NA|NA|NA|NA|NA|NA|t__SGB15291|t__SGB15291","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15291|t__SGB15291","LEfSe","CTR",2.55510604374584,0.0151557802751942,0.103713760019568,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB2016|t__SGB2016","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB2016|t__SGB2016","LEfSe","CRC",2.55078334368422,8.51333049174033e-12,1.16516536866501e-09,"***"
"NA|NA|NA|NA|NA|NA|t__SGB1024|t__SGB1024","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1024|t__SGB1024","LEfSe","CRC",2.54204323324171,0.0849863330256634,0.319467975955396,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15078|t__SGB15078","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15078|t__SGB15078","LEfSe","CRC",2.5409841380644,0.00336789569832764,0.0342693756670774,"*"
"NA|NA|NA|NA|NA|NA|t__SGB10112|t__SGB10112","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB10112|t__SGB10112","LEfSe","CRC",2.53306468497277,0.957334854003162,0.978645149848087,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB10028|t__SGB10028","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB10028|t__SGB10028","LEfSe","CRC",2.53295162881578,3.6407957562562e-09,3.22424588884924e-07,"***"
"NA|NA|NA|NA|NA|NA|t__SGB5803_group|t__SGB5803_group","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5803_group|t__SGB5803_group","LEfSe","CTR",2.51792803845751,0.476630765018993,0.699383642042976,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15497|t__SGB15497","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15497|t__SGB15497","LEfSe","CRC",2.51667488937296,0.648452015086365,0.834168242152353,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB1862|t__SGB1862","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB1862|t__SGB1862","LEfSe","CRC",2.51076822969629,0.0306732086543379,0.169152071901486,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB15249|t__SGB15249","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB15249|t__SGB15249","LEfSe","CRC",2.5098200592581,0.0332768023557699,0.180641351999726,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB2301|t__SGB2301","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB2301|t__SGB2301","LEfSe","CRC",2.5072146493078,0.0102462626871535,0.0797791164298566,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB17237|t__SGB17237","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB17237|t__SGB17237","LEfSe","CTR",2.50560113059144,0.162709651666034,0.438995305704684,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB9280|t__SGB9280","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB9280|t__SGB9280","LEfSe","CTR",2.50142347272262,0.428838443540217,0.662850386806773,"ns"
"NA|NA|NA|NA|NA|NA|t__SGB5825_group|t__SGB5825_group","CRC - CTR","NA|NA|NA|NA|NA|NA|t__SGB5825_group|t__SGB5825_group","LEfSe","CTR",2.4972600166454,0.265119307505185,0.530999246617307,"ns"
